Timestamp,Dev,Status,Ax,Ay,Az,Filt,RMS,Cross,Type,Med
55:51.1,MG-001,0,-0.002,-0.551,1.086,0.546,1.218,0.001,Walking,Stable
55:51.1,MG-001,0,-0.242,-0.159,1.06,0.487,1.099,0.038,Walking,Stable
55:51.1,MG-001,0,-0.11,0.409,0.818,0.446,0.921,-0.045,Walking,Stable
55:51.1,MG-001,0,0.233,0.342,1.175,0.583,1.246,0.08,Walking,Stable
55:51.1,MG-001,0,0.264,-0.263,0.807,0.445,0.889,-0.069,Walking,Stable
55:51.1,MG-001,0,-0.116,-0.43,1.109,0.551,1.195,0.05,Walking,Stable
55:51.1,MG-001,0,-0.344,-0.064,1.018,0.475,1.077,0.022,Walking,Stable
55:51.2,MG-001,0,-0.092,0.436,0.811,0.446,0.925,-0.04,Walking,Stable
55:51.2,MG-001,0,0.213,0.382,1.226,0.607,1.302,0.081,Walking,Stable
55:51.2,MG-001,0,0.319,-0.25,0.861,0.477,0.952,-0.08,Walking,Stable
55:51.2,MG-001,0,-0.02,-0.358,1.101,0.493,1.158,0.007,Walking,Stable
55:51.2,MG-001,0,-0.223,-0.086,1.012,0.44,1.04,0.019,Walking,Stable
55:51.2,MG-001,0,-0.042,0.556,0.819,0.472,0.991,-0.023,Walking,Stable
55:51.2,MG-001,0,0.16,0.283,1.132,0.525,1.178,0.045,Walking,Stable
55:51.2,MG-001,0,0.268,-0.216,0.808,0.431,0.878,-0.058,Walking,Stable
55:51.2,MG-001,0,-0.045,-0.559,1.127,0.577,1.259,0.025,Walking,Stable
55:51.2,MG-001,0,-0.319,-0.058,0.983,0.453,1.035,0.018,Walking,Stable
55:51.3,MG-001,0,-0.237,0.413,0.818,0.489,0.947,-0.098,Walking,Stable
55:51.3,MG-001,0,0.274,0.273,1.226,0.591,1.286,0.075,Walking,Stable
55:51.3,MG-001,0,0.211,-0.234,0.803,0.416,0.862,-0.049,Walking,Stable
55:51.3,MG-001,0,-0.159,-0.548,1.032,0.58,1.179,0.087,Walking,Stable
55:51.3,MG-001,0,-0.252,-0.02,0.94,0.404,0.973,0.005,Walking,Stable
55:51.3,MG-001,0,-0.072,0.391,0.813,0.425,0.905,-0.028,Walking,Stable
55:51.3,MG-001,0,0.272,0.26,1.149,0.56,1.209,0.071,Walking,Stable
55:51.3,MG-001,0,0.31,-0.276,0.799,0.462,0.9,-0.086,Walking,Stable
55:51.3,MG-001,0,-0.207,-0.366,1.053,0.542,1.134,0.076,Walking,Stable
55:51.3,MG-001,0,-0.316,-0.058,1.067,0.481,1.115,0.018,Walking,Stable
55:51.4,MG-001,0,-0.107,0.523,0.818,0.483,0.977,-0.056,Walking,Stable
55:51.4,MG-001,0,0.161,0.295,1.177,0.544,1.224,0.047,Walking,Stable
55:51.4,MG-001,0,0.318,-0.219,0.825,0.454,0.911,-0.07,Walking,Stable
55:51.4,MG-001,0,-0.041,-0.644,1.082,0.589,1.26,0.027,Walking,Stable
55:51.4,MG-001,0,-0.26,-0.02,1.046,0.442,1.078,0.005,Walking,Stable
55:51.4,MG-001,0,0.015,0.42,0.864,0.433,0.96,0.006,Walking,Stable
55:51.4,MG-001,0,0.254,0.221,1.206,0.561,1.252,0.056,Walking,Stable
55:51.4,MG-001,0,0.252,-0.29,0.744,0.428,0.837,-0.073,Walking,Stable
55:51.4,MG-001,0,-0.128,-0.467,1.081,0.559,1.184,0.06,Walking,Stable
55:51.4,MG-001,0,-0.275,0.013,0.99,0.426,1.027,-0.003,Walking,Stable
55:51.5,MG-001,0,-0.072,0.381,0.806,0.42,0.895,-0.027,Walking,Stable
55:51.5,MG-001,0,0.165,0.346,1.161,0.558,1.223,0.057,Walking,Stable
55:51.5,MG-001,0,0.273,-0.227,0.851,0.45,0.922,-0.062,Walking,Stable
55:51.5,MG-001,0,-0.08,-0.549,1.015,0.548,1.157,0.044,Walking,Stable
55:51.5,MG-001,0,-0.248,0.005,0.976,0.41,1.008,-0.001,Walking,Stable
55:51.5,MG-001,0,-0.129,0.456,0.848,0.478,0.972,-0.059,Walking,Stable
55:51.5,MG-001,0,0.201,0.28,1.154,0.545,1.205,0.056,Walking,Stable
55:51.5,MG-001,0,0.204,-0.314,0.793,0.437,0.877,-0.064,Walking,Stable
55:51.5,MG-001,0,-0.11,-0.541,1.072,0.575,1.206,0.06,Walking,Stable
55:51.5,MG-001,0,-0.349,-0.03,1.047,0.475,1.104,0.011,Walking,Stable
55:51.6,MG-001,0,-0.101,0.519,0.792,0.471,0.953,-0.053,Walking,Stable
55:51.6,MG-001,0,0.171,0.304,1.12,0.532,1.173,0.052,Walking,Stable
55:51.6,MG-001,0,0.287,-0.355,0.83,0.49,0.947,-0.102,Walking,Stable
55:51.6,MG-001,0,-0.068,-0.432,1.137,0.546,1.219,0.029,Walking,Stable
55:51.6,MG-001,0,-0.341,0.097,0.926,0.454,0.991,-0.033,Walking,Stable
55:51.6,MG-001,0,-0.069,0.572,0.888,0.51,1.059,-0.04,Walking,Stable
55:51.6,MG-001,0,0.216,0.319,1.162,0.566,1.225,0.069,Walking,Stable
55:51.6,MG-001,0,0.262,-0.343,0.762,0.456,0.876,-0.09,Walking,Stable
55:51.6,MG-001,0,-0.123,-0.459,1.104,0.562,1.202,0.056,Walking,Stable
55:51.7,MG-001,0,-0.317,0.026,0.908,0.417,0.962,-0.008,Walking,Stable
55:51.7,MG-001,0,-0.043,0.485,0.876,0.468,1.002,-0.021,Walking,Stable
55:51.7,MG-001,0,0.318,0.303,1.284,0.635,1.357,0.096,Walking,Stable
55:51.7,MG-001,0,0.244,-0.305,0.796,0.448,0.887,-0.075,Walking,Stable
55:51.7,MG-001,0,0.048,-0.388,1.133,0.523,1.198,-0.019,Walking,Stable
55:51.7,MG-001,0,-0.24,0.041,0.995,0.426,1.025,-0.01,Walking,Stable
55:51.7,MG-001,0,-0.112,0.511,0.729,0.451,0.898,-0.057,Walking,Stable
55:51.7,MG-001,0,0.184,0.276,1.237,0.566,1.28,0.051,Walking,Stable
55:51.7,MG-001,0,0.24,-0.267,0.752,0.42,0.833,-0.064,Walking,Stable
55:51.7,MG-001,0,-0.115,-0.553,1.145,0.604,1.276,0.063,Walking,Stable
55:51.7,MG-001,0,-0.263,0.071,1.012,0.449,1.048,-0.019,Walking,Stable
55:51.8,MG-001,0,-0.064,0.513,0.793,0.457,0.947,-0.033,Walking,Stable
55:51.8,MG-001,0,0.135,0.332,1.157,0.541,1.211,0.045,Walking,Stable
55:51.8,MG-001,0,0.308,-0.34,0.742,0.463,0.873,-0.105,Walking,Stable
55:51.8,MG-001,0,-0.111,-0.492,1.138,0.58,1.245,0.055,Walking,Stable
55:51.8,MG-001,0,-0.302,0.006,0.978,0.429,1.024,-0.002,Walking,Stable
55:51.8,MG-001,0,-0.106,0.566,0.929,0.534,1.093,-0.06,Walking,Stable
55:51.8,MG-001,0,0.236,0.268,1.14,0.548,1.194,0.063,Walking,Stable
55:51.8,MG-001,0,0.196,-0.163,0.843,0.401,0.881,-0.032,Walking,Stable
55:51.8,MG-001,0,-0.213,-0.445,1.097,0.585,1.202,0.095,Walking,Stable
55:51.8,MG-001,0,-0.255,0.04,0.962,0.419,0.996,-0.01,Walking,Stable
55:51.9,MG-001,0,-0.155,0.472,0.918,0.515,1.044,-0.073,Walking,Stable
55:51.9,MG-001,0,0.178,0.291,1.153,0.541,1.203,0.052,Walking,Stable
55:51.9,MG-001,0,0.188,-0.267,0.748,0.401,0.816,-0.05,Walking,Stable
55:51.9,MG-001,0,-0.056,-0.485,1.075,0.538,1.18,0.027,Walking,Stable
55:51.9,MG-001,0,-0.359,0.073,0.822,0.418,0.9,-0.026,Walking,Stable
55:51.9,MG-001,0,-0.086,0.408,0.887,0.461,0.981,-0.035,Walking,Stable
55:51.9,MG-001,0,0.271,0.28,1.162,0.571,1.226,0.076,Walking,Stable
55:51.9,MG-001,0,0.237,-0.262,0.757,0.419,0.836,-0.062,Walking,Stable
55:51.9,MG-001,0,-0.13,-0.441,1.147,0.573,1.236,0.057,Walking,Stable
55:51.9,MG-001,0,-0.357,0.038,0.936,0.444,1.002,-0.014,Walking,Stable
55:52.0,MG-001,0,-0.043,0.579,0.914,0.512,1.082,-0.025,Walking,Stable
55:52.0,MG-001,0,0.242,0.273,1.178,0.564,1.233,0.066,Walking,Stable
55:52.0,MG-001,0,0.293,-0.393,0.821,0.502,0.956,-0.115,Walking,Stable
55:52.0,MG-001,0,-0.18,-0.482,1.069,0.577,1.186,0.087,Walking,Stable
55:52.0,MG-001,0,-0.27,0.01,0.943,0.407,0.981,-0.003,Walking,Stable
55:52.0,MG-001,0,-0.114,0.576,0.953,0.547,1.119,-0.066,Walking,Stable
55:52.0,MG-001,0,0.252,0.308,1.087,0.549,1.158,0.078,Walking,Stable
55:52.0,MG-001,0,0.206,-0.376,0.696,0.426,0.817,-0.077,Walking,Stable
55:52.0,MG-001,0,-0.094,-0.435,1.153,0.561,1.236,0.041,Walking,Stable
55:52.0,MG-001,0,-0.347,0.016,0.934,0.432,0.996,-0.006,Walking,Stable
55:52.1,MG-001,0,-0.08,0.584,0.928,0.531,1.1,-0.047,Walking,Stable
55:52.1,MG-001,0,0.234,0.243,1.077,0.518,1.129,0.057,Walking,Stable
55:52.1,MG-001,0,0.186,-0.342,0.802,0.443,0.891,-0.064,Walking,Stable
55:52.1,MG-001,0,-0.052,-0.432,1.139,0.541,1.22,0.022,Walking,Stable
55:52.1,MG-001,0,-0.302,0.164,0.954,0.473,1.014,-0.05,Walking,Stable
55:52.1,MG-001,0,-0.146,0.548,0.873,0.523,1.041,-0.08,Walking,Stable
55:52.1,MG-001,0,0.226,0.264,1.155,0.549,1.207,0.06,Walking,Stable
55:52.1,MG-001,0,0.231,-0.271,0.767,0.423,0.846,-0.063,Walking,Stable
55:52.1,MG-001,0,-0.134,-0.383,1.135,0.551,1.205,0.051,Walking,Stable
55:52.1,MG-001,0,-0.292,0.044,0.818,0.384,0.87,-0.013,Walking,Stable
55:52.2,MG-001,0,-0.041,0.495,0.937,0.491,1.061,-0.02,Walking,Stable
55:52.2,MG-001,0,0.29,0.152,1.163,0.535,1.208,0.044,Walking,Stable
55:52.2,MG-001,0,0.217,-0.351,0.732,0.433,0.84,-0.076,Walking,Stable
55:52.2,MG-001,0,-0.156,-0.479,1.101,0.579,1.211,0.075,Walking,Stable
55:52.2,MG-001,0,-0.294,0.087,0.964,0.449,1.012,-0.026,Walking,Stable
55:52.2,MG-001,0,-0.038,0.446,0.988,0.491,1.084,-0.017,Walking,Stable
55:52.2,MG-001,0,0.269,0.167,1.044,0.494,1.091,0.045,Walking,Stable
55:52.2,MG-001,0,0.216,-0.309,0.756,0.427,0.845,-0.067,Walking,Stable
55:52.2,MG-001,0,-0.09,-0.407,1.091,0.53,1.168,0.037,Walking,Stable
55:52.3,MG-001,0,-0.32,-0.014,0.936,0.423,0.989,0.005,Walking,Stable
55:52.3,MG-001,0,-0.079,0.518,0.959,0.519,1.093,-0.041,Walking,Stable
55:52.3,MG-001,0,0.311,0.291,1.155,0.585,1.231,0.09,Walking,Stable
55:52.3,MG-001,0,0.261,-0.346,0.78,0.462,0.892,-0.09,Walking,Stable
55:52.3,MG-001,0,-0.149,-0.55,1.162,0.62,1.294,0.082,Walking,Stable
55:52.3,MG-001,0,-0.301,0.129,0.917,0.449,0.974,-0.039,Walking,Stable
55:52.3,MG-001,0,0.022,0.45,0.965,0.479,1.065,0.01,Walking,Stable
55:52.3,MG-001,0,0.36,0.142,1.172,0.558,1.234,0.051,Walking,Stable
55:52.3,MG-001,0,0.21,-0.266,0.785,0.421,0.855,-0.056,Walking,Stable
55:52.3,MG-001,0,-0.137,-0.44,1.149,0.575,1.238,0.06,Walking,Stable
55:52.3,MG-001,0,-0.349,0.041,0.945,0.445,1.008,-0.014,Walking,Stable
55:52.4,MG-001,0,-0.006,0.457,0.907,0.457,1.016,-0.003,Walking,Stable
55:52.4,MG-001,0,0.231,0.243,1.097,0.524,1.147,0.056,Walking,Stable
55:52.4,MG-001,0,0.15,-0.349,0.818,0.439,0.902,-0.052,Walking,Stable
55:52.4,MG-001,0,-0.084,-0.396,1.138,0.54,1.208,0.033,Walking,Stable
55:52.4,MG-001,0,-0.352,0.155,0.952,0.486,1.027,-0.055,Walking,Stable
55:52.4,MG-001,0,0.02,0.485,0.949,0.485,1.066,0.01,Walking,Stable
55:52.4,MG-001,0,0.293,0.192,1.147,0.544,1.199,0.056,Walking,Stable
55:52.4,MG-001,0,0.291,-0.426,0.714,0.477,0.881,-0.124,Walking,Stable
55:52.4,MG-001,0,-0.065,-0.342,1.086,0.498,1.141,0.022,Walking,Stable
55:52.4,MG-001,0,-0.234,0.034,0.863,0.377,0.895,-0.008,Walking,Stable
55:52.5,MG-001,0,-0.074,0.53,0.973,0.526,1.11,-0.039,Walking,Stable
55:52.5,MG-001,0,0.384,0.252,1.046,0.561,1.142,0.097,Walking,Stable
55:52.5,MG-001,0,0.226,-0.409,0.842,0.492,0.963,-0.093,Walking,Stable
55:52.5,MG-001,0,-0.111,-0.38,1.143,0.545,1.209,0.042,Walking,Stable
55:52.5,MG-001,0,-0.281,0.183,0.83,0.431,0.896,-0.051,Walking,Stable
55:52.5,MG-001,0,0.016,0.508,0.912,0.478,1.044,0.008,Walking,Stable
55:52.5,MG-001,0,0.279,0.268,1.109,0.552,1.175,0.075,Walking,Stable
55:52.5,MG-001,0,0.079,-0.339,0.778,0.399,0.852,-0.027,Walking,Stable
55:52.5,MG-001,0,-0.164,-0.359,1.192,0.572,1.255,0.059,Walking,Stable
55:52.5,MG-001,0,-0.28,0.112,0.843,0.412,0.895,-0.031,Walking,Stable
55:52.6,MG-001,0,-0.026,0.414,0.994,0.478,1.077,-0.011,Walking,Stable
55:52.6,MG-001,0,0.278,0.162,1.096,0.512,1.142,0.045,Walking,Stable
55:52.6,MG-001,0,0.197,-0.426,0.811,0.478,0.937,-0.084,Walking,Stable
55:52.6,MG-001,0,-0.144,-0.302,1.199,0.549,1.245,0.044,Walking,Stable
55:52.6,MG-001,0,-0.216,0.162,0.935,0.438,0.973,-0.035,Walking,Stable
55:52.6,MG-001,0,-0.002,0.415,0.821,0.413,0.92,-0.001,Walking,Stable
55:52.6,MG-001,0,0.205,0.14,1.039,0.462,1.069,0.029,Walking,Stable
55:52.6,MG-001,0,0.27,-0.441,0.764,0.492,0.923,-0.119,Walking,Stable
55:52.6,MG-001,0,-0.059,-0.34,1.19,0.53,1.239,0.02,Walking,Stable
55:52.6,MG-001,0,-0.321,0.072,0.978,0.457,1.032,-0.023,Walking,Stable
55:52.7,MG-001,0,-0.063,0.498,0.995,0.519,1.114,-0.031,Walking,Stable
55:52.7,MG-001,0,0.315,0.113,1.18,0.536,1.227,0.036,Walking,Stable
55:52.7,MG-001,0,0.185,-0.392,0.753,0.443,0.869,-0.073,Walking,Stable
55:52.7,MG-001,0,-0.121,-0.365,1.203,0.563,1.263,0.044,Walking,Stable
55:52.7,MG-001,0,-0.363,0.156,0.846,0.455,0.934,-0.057,Walking,Stable
55:52.7,MG-001,0,0.021,0.412,0.963,0.465,1.047,0.009,Walking,Stable
55:52.7,MG-001,0,0.412,0.276,1.099,0.596,1.206,0.114,Walking,Stable
55:52.7,MG-001,0,0.072,-0.351,0.841,0.421,0.914,-0.025,Walking,Stable
55:52.7,MG-001,0,-0.255,-0.35,1.079,0.561,1.162,0.089,Walking,Stable
55:52.7,MG-001,0,-0.307,0.119,0.901,0.442,0.959,-0.036,Walking,Stable
55:52.8,MG-001,0,-0.096,0.469,0.97,0.512,1.082,-0.045,Walking,Stable
55:52.8,MG-001,0,0.283,0.123,1.127,0.511,1.168,0.035,Walking,Stable
55:52.8,MG-001,0,0.147,-0.451,0.754,0.451,0.891,-0.067,Walking,Stable
55:52.8,MG-001,0,-0.191,-0.401,1.246,0.612,1.323,0.076,Walking,Stable
55:52.8,MG-001,0,-0.272,0.132,0.779,0.394,0.835,-0.036,Walking,Stable
55:52.8,MG-001,0,0,0.544,0.969,0.504,1.111,0,Walking,Stable
55:52.8,MG-001,0,0.267,0.187,1.093,0.516,1.14,0.05,Walking,Stable
55:52.8,MG-001,0,0.248,-0.345,0.826,0.473,0.929,-0.086,Walking,Stable
55:52.8,MG-001,0,-0.171,-0.377,1.115,0.555,1.189,0.065,Walking,Stable
55:52.8,MG-001,2,-0.841,0.532,0.054,0.475,0.996,-0.447,Fall,Fall Detected
55:52.9,MG-001,2,0.369,-0.527,0.355,0.417,0.735,-0.195,Fall,Fall Detected
55:52.9,MG-001,2,-0.662,-0.406,0.335,0.468,0.846,0.269,Fall,Fall Detected
55:52.9,MG-001,2,-1.026,0.274,-0.701,0.667,1.272,-0.281,Fall,Fall Detected
55:52.9,MG-001,2,-0.855,-0.858,1.342,1.018,1.808,0.734,Fall,Fall Detected
55:52.9,MG-001,2,-0.786,-0.578,-0.834,0.733,1.284,0.455,Fall,Fall Detected
55:52.9,MG-001,2,0.179,0.25,-0.005,0.145,0.307,0.045,Fall,Fall Detected
55:52.9,MG-001,2,-1.097,0.885,0.526,0.836,1.505,-0.971,Fall,Fall Detected
55:52.9,MG-001,2,0.35,0.299,-0.222,0.29,0.511,0.105,Fall,Fall Detected
55:52.9,MG-001,2,-0.492,0.278,-0.466,0.412,0.733,-0.137,Fall,Fall Detected
55:52.9,MG-001,2,0.161,0.985,-0.186,0.444,1.015,0.158,Fall,Fall Detected
55:53.0,MG-001,2,0.588,0.08,0.357,0.342,0.692,0.047,Fall,Fall Detected
55:53.0,MG-001,2,0.012,-0.03,-0.208,0.083,0.211,0,Fall,Fall Detected
55:53.0,MG-001,2,-0.151,0.202,-0.836,0.396,0.873,-0.031,Fall,Fall Detected
55:53.0,MG-001,2,0.27,0.391,0.032,0.231,0.476,0.106,Fall,Fall Detected
55:53.0,MG-001,2,0.553,1.295,0.205,0.685,1.423,0.717,Fall,Fall Detected
55:53.0,MG-001,2,0.748,1.06,0.554,0.788,1.411,0.793,Fall,Fall Detected
55:53.0,MG-001,2,0.22,0.144,-0.181,0.182,0.319,0.032,Fall,Fall Detected
55:53.0,MG-001,2,0.094,-0.474,-0.589,0.386,0.762,-0.045,Fall,Fall Detected
55:53.0,MG-001,2,0.258,-0.115,-0.088,0.154,0.296,-0.03,Fall,Fall Detected
55:53.0,MG-001,2,0.151,0.128,0.197,0.159,0.279,0.019,Fall,Fall Detected
55:53.1,MG-001,2,-0.149,0.264,-0.109,0.174,0.323,-0.039,Fall,Fall Detected
55:53.1,MG-001,2,0.249,-0.732,0.217,0.399,0.803,-0.182,Fall,Fall Detected
55:53.1,MG-001,2,-0.349,0.021,0.012,0.127,0.35,-0.007,Fall,Fall Detected
55:53.1,MG-001,2,0.516,0.209,0.566,0.43,0.794,0.108,Fall,Fall Detected
55:53.1,MG-001,2,0.639,0.371,-0.781,0.597,1.075,0.237,Fall,Fall Detected
55:53.1,MG-001,2,0.753,0.451,0.437,0.547,0.98,0.34,Fall,Fall Detected
55:53.1,MG-001,2,-0.801,0.008,-0.844,0.551,1.164,-0.007,Fall,Fall Detected
55:53.1,MG-001,2,-0.614,-1.008,-0.154,0.592,1.19,0.618,Fall,Fall Detected
55:53.1,MG-001,2,0.159,-0.242,-0.396,0.266,0.49,-0.038,Fall,Fall Detected
55:53.2,MG-001,2,-0.431,-0.001,0.522,0.318,0.677,0.001,Fall,Fall Detected
55:53.2,MG-001,2,0.448,0.494,0.015,0.319,0.667,0.221,Fall,Fall Detected
55:53.2,MG-001,2,-0.314,-0.307,0.351,0.324,0.562,0.096,Fall,Fall Detected
55:53.2,MG-001,2,0.392,-0.965,0.071,0.476,1.044,-0.378,Fall,Fall Detected
55:53.2,MG-001,2,-0.1,0.288,0.21,0.2,0.37,-0.029,Fall,Fall Detected
55:53.2,MG-001,2,-0.893,0.124,0.182,0.4,0.919,-0.111,Fall,Fall Detected
55:53.2,MG-001,2,-0.438,-0.005,-0.034,0.159,0.439,0.002,Fall,Fall Detected
55:53.2,MG-001,2,-1.079,-0.331,-0.513,0.641,1.24,0.357,Fall,Fall Detected
55:53.2,MG-001,2,-0.091,-0.175,-0.811,0.359,0.835,0.016,Fall,Fall Detected
55:53.2,MG-001,2,0.479,-0.386,-0.44,0.435,0.756,-0.185,Fall,Fall Detected
55:53.2,MG-001,2,0.248,0.108,-0.561,0.306,0.623,0.027,Fall,Fall Detected
55:53.3,MG-001,2,0.22,0.577,0.056,0.284,0.62,0.127,Fall,Fall Detected
55:53.3,MG-001,2,-1.178,-1.538,0.325,1.014,1.964,1.812,Fall,Fall Detected
55:53.3,MG-001,2,0.503,0.279,0.74,0.508,0.938,0.14,Fall,Fall Detected
55:53.3,MG-001,2,-0.139,-0.076,-0.433,0.216,0.461,0.011,Fall,Fall Detected
55:53.3,MG-001,2,0.413,0.51,0.911,0.611,1.122,0.21,Fall,Fall Detected
55:53.3,MG-001,2,1.161,-0.461,0.146,0.589,1.257,-0.535,Fall,Fall Detected
55:53.3,MG-001,2,0.145,-0.152,-0.497,0.265,0.539,-0.022,Fall,Fall Detected
55:53.3,MG-001,2,-0.608,0.184,-0.416,0.403,0.759,-0.112,Fall,Fall Detected
55:53.3,MG-001,2,-0.149,-0.097,0.188,0.145,0.259,0.014,Fall,Fall Detected
55:53.3,MG-001,2,0.153,0.244,-0.059,0.152,0.294,0.037,Fall,Fall Detected
55:53.4,MG-001,2,0.262,-0.792,0.771,0.608,1.136,-0.208,Fall,Fall Detected
55:53.4,MG-001,2,-0.318,0.263,-0.897,0.492,0.987,-0.084,Fall,Fall Detected
55:53.4,MG-001,2,0.571,-0.441,0.492,0.501,0.873,-0.252,Fall,Fall Detected
55:53.4,MG-001,2,0.384,0.144,0.86,0.463,0.953,0.055,Fall,Fall Detected
55:53.4,MG-001,2,0.355,0.501,0.44,0.432,0.755,0.178,Fall,Fall Detected
55:53.4,MG-001,2,0.519,0.193,0.281,0.331,0.621,0.1,Fall,Fall Detected
55:53.4,MG-001,2,0.548,-0.001,-0.093,0.214,0.556,0,Fall,Fall Detected
55:53.4,MG-001,2,-0.11,-0.251,-0.091,0.151,0.289,0.028,Fall,Fall Detected
55:53.4,MG-001,2,0.763,-0.785,-0.528,0.692,1.215,-0.599,Fall,Fall Detected
55:53.4,MG-001,2,0.144,-0.877,-0.751,0.591,1.164,-0.126,Fall,Fall Detected
55:53.5,MG-001,2,-0.097,0.343,-0.94,0.46,1.005,-0.033,Fall,Fall Detected
55:53.5,MG-001,2,0.665,-0.198,0.627,0.497,0.935,-0.132,Fall,Fall Detected
55:53.5,MG-001,2,0.654,0.708,0.374,0.579,1.034,0.463,Fall,Fall Detected
55:53.5,MG-001,2,-1.043,0.073,-0.505,0.54,1.161,-0.076,Fall,Fall Detected
55:53.5,MG-001,2,0.029,-0.308,0.05,0.129,0.313,-0.009,Fall,Fall Detected
55:53.5,MG-001,2,-0.709,-0.466,0.167,0.447,0.865,0.331,Fall,Fall Detected
55:53.5,MG-001,2,-0.21,0.225,-1.151,0.529,1.191,-0.047,Fall,Fall Detected
55:53.5,MG-001,2,0.106,0.109,0.059,0.091,0.163,0.012,Fall,Fall Detected
55:53.5,MG-001,2,0.278,0.388,0.551,0.406,0.729,0.108,Fall,Fall Detected
55:53.5,MG-001,2,-0.09,-0.736,1.224,0.684,1.431,0.067,Fall,Fall Detected
55:53.6,MG-001,2,-0.14,0.32,0.407,0.289,0.536,-0.045,Fall,Fall Detected
55:53.6,MG-001,2,-0.326,-0.577,0.978,0.627,1.181,0.188,Fall,Fall Detected
55:53.6,MG-001,2,-0.203,0.036,-0.3,0.18,0.364,-0.007,Fall,Fall Detected
55:53.6,MG-001,2,0.673,-0.207,0.804,0.561,1.069,-0.14,Fall,Fall Detected
55:53.6,MG-001,2,0.447,-0.394,0.78,0.541,0.982,-0.176,Fall,Fall Detected
55:53.6,MG-001,2,0.51,-0.594,0.042,0.382,0.785,-0.303,Fall,Fall Detected
55:53.6,MG-001,2,-0.32,-1.029,-0.088,0.479,1.081,0.329,Fall,Fall Detected
55:53.6,MG-001,2,0.597,-0.191,0.447,0.412,0.77,-0.114,Fall,Fall Detected
55:53.6,MG-001,2,-0.263,0.081,-0.058,0.134,0.281,-0.021,Fall,Fall Detected
55:53.6,MG-001,2,0.49,-0.361,-0.545,0.465,0.817,-0.177,Fall,Fall Detected
55:53.7,MG-001,2,-0.222,-0.264,-0.211,0.232,0.404,0.059,Fall,Fall Detected
55:53.7,MG-001,2,-0.296,-0.773,0.577,0.548,1.009,0.229,Fall,Fall Detected
55:53.7,MG-001,2,0.159,0.945,-0.259,0.454,0.993,0.151,Fall,Fall Detected
55:53.7,MG-001,2,-0.022,0.108,-0.557,0.229,0.567,-0.002,Fall,Fall Detected
55:53.7,MG-001,2,-0.077,0.729,1.17,0.658,1.381,-0.056,Fall,Fall Detected
55:53.7,MG-001,2,0.686,0.429,0.687,0.601,1.061,0.294,Fall,Fall Detected
55:53.7,MG-001,2,0.465,-0.033,-0.526,0.341,0.703,-0.015,Fall,Fall Detected
55:53.7,MG-001,2,-0.827,0.224,-0.616,0.556,1.055,-0.185,Fall,Fall Detected
55:53.7,MG-001,2,0.132,-0.182,-0.259,0.191,0.343,-0.024,Fall,Fall Detected
55:53.8,MG-001,2,0.355,-0.32,-0.544,0.406,0.724,-0.114,Fall,Fall Detected
55:53.8,MG-001,2,0.165,0.272,-0.299,0.245,0.437,0.045,Fall,Fall Detected
55:53.8,MG-001,2,-0.3,-0.481,-1.1,0.627,1.237,0.144,Fall,Fall Detected
55:53.8,MG-001,2,0.122,-0.211,-0.83,0.388,0.865,-0.026,Fall,Fall Detected
55:53.8,MG-001,2,0.531,-0.503,-0.096,0.377,0.738,-0.267,Fall,Fall Detected
55:53.8,MG-001,2,-0.044,-0.019,0.104,0.056,0.115,0.001,Fall,Fall Detected
55:53.8,MG-001,2,0.441,-1.097,-0.702,0.747,1.375,-0.483,Fall,Fall Detected
55:53.8,MG-001,2,-0.654,-0.056,0.003,0.238,0.656,0.037,Fall,Fall Detected
55:53.8,MG-001,2,0.513,0.158,-0.365,0.346,0.65,0.081,Fall,Fall Detected
55:53.8,MG-001,2,0.39,-0.547,-0.581,0.506,0.888,-0.213,Fall,Fall Detected
55:53.8,MG-001,2,0.504,0.082,-0.617,0.401,0.801,0.041,Fall,Fall Detected
55:53.9,MG-001,2,-0.295,1.05,-0.783,0.71,1.343,-0.31,Fall,Fall Detected
55:53.9,MG-001,2,-0.169,-0.59,0.371,0.377,0.717,0.1,Fall,Fall Detected
55:53.9,MG-001,2,0.389,0.801,-0.365,0.519,0.963,0.312,Fall,Fall Detected
55:53.9,MG-001,2,0.001,0.298,-1.21,0.503,1.247,0,Fall,Fall Detected
55:53.9,MG-001,2,0.376,0.267,0.035,0.226,0.462,0.1,Fall,Fall Detected
55:53.9,MG-001,2,-0.827,0.313,-0.529,0.557,1.031,-0.259,Fall,Fall Detected
55:53.9,MG-001,2,-0.228,-0.281,0.131,0.213,0.385,0.064,Fall,Fall Detected
55:53.9,MG-001,2,0.417,-0.253,-0.627,0.432,0.795,-0.105,Fall,Fall Detected
55:53.9,MG-001,2,0.813,0.896,-0.249,0.653,1.236,0.729,Fall,Fall Detected
55:53.9,MG-001,2,0.446,-0.311,0.026,0.261,0.544,-0.139,Fall,Fall Detected
55:54.0,MG-001,2,1.544,-0.718,-0.308,0.857,1.73,-1.109,Fall,Fall Detected
55:54.0,MG-001,2,-1.05,0.04,-0.102,0.397,1.056,-0.042,Fall,Fall Detected
55:54.0,MG-001,2,-0.357,0.214,-0.174,0.248,0.451,-0.076,Fall,Fall Detected
55:54.0,MG-001,2,0.361,0.217,0.386,0.321,0.571,0.078,Fall,Fall Detected
